url,title,type,published,price,maintenance,size,rooms,broker,address,google_maps_pin,secondary_attributes,description
https://www.portalinmobiliario.com/MLC-2465521472-departamento-1d1b-plan-de-vina-del-mar-_JM#position=29&search_layout=grid&type=item&tracking_id=409d7816-df4a-4538-905f-315ff4cdf417,Departamento 1d1b Plan De Viña Del Mar,Departamento en Venta,Publicado hace 29 días,UF2.980,, 39.13 m² totales," 1 dormitorio, 1 baño",Reitz Propiedades,"Departamento 1d1b Plan De Viña Del Mar, Libertad, Viña Del Mar, Valparaíso",https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=-33.0119625%2C-71.5442018&zoom=16&size=732x300&signature=IkC4bobq8q73vJbcejidplcjh1Q=,"Orientación: P,Piscina: Sí,Admite mascotas: No,Antigüedad: 0 años,Bodegas: 0,Ascensor: Sí,Terraza: Sí,Estacionamientos: 0,Número de piso de la unidad: 0","Proyecto con Entrega segundo semestre 2025, Viña del Mar.Ideal para INVERSION O VIVIENDA (Cercano a la Universidad Andrés Bello y Universidad Católica )Superficies:1 Dormitorio - 1 Baño: 34,72 + 4,41 = 39,13 mt22 Dormitorio - 2 Baño (Tradicional): 60,32 + 10,71 = 71,03 mt22 Dormitorios - 2 Baños (Mariposa): 60,66 + 55,77 = 66,43 mt23 Dormitorios - 2 Baños: 76,88 + 10,91 = 87,79 mt2ESPACIOS COMUNES DEL PROYECTO:- Quinchos- Piscina- Juegos exteriores para niños - Bicicleteros- Vigilancia 24x 7 Circuito de cámaras cerrado.EL VALOR NO INCLUYE ESTACIONAMIENTO Y BODEGAESTACIONAMIENTO: 380 UFBODEGA: 60 UF"
https://www.portalinmobiliario.com/MLC-2431098286-venta-departamentos-vina-del-mar-_JM#position=20&search_layout=grid&type=item&tracking_id=503f0e4a-b244-4629-b1ad-4598f929f8f3,Venta Departamentos Viña Del Mar,Departamento en Venta,Publicado hace 47 días,UF2.400,, 37.56 m² totales," 1 dormitorio, 1 baño",Reitz Propiedades,"Venta Departamentos Viña Del Mar, Miraflores, Viña Del Mar, Valparaíso",https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=-33.03741%2C-71.5227292&zoom=16&size=732x300&signature=-HfvulfnfiJ-Byzpd25g-1fIV08=,"Orientación: P,Piscina: No,Admite mascotas: No,Antigüedad: 0 años,Bodegas: 0,Ascensor: No,Terraza: Sí,Estacionamientos: 0,Número de piso de la unidad: 0","Un proyecto ideal para vivir o invertir,  ubicado en un lugar estratégico de Viña del Mar, cercano a centros de estudios, centros comerciales, clínicas y acceso directo a las autopistas, lo que facilitará tu conexión con el resto de las comunasSuperficies:1 Dormitorio - 1 Baño (Tipo 7) : 32,39 m2 + 5,17 m22 Dormitorio - 1 Baño (Tipo 8) : 43,28 m2 + 5,07 m22 Dormitorio - 1 Baño (Tipo 9) : 42,45 m2+ 5,07 m22 Dormitorios - 2 Baños (Tipo 1): 50,07 m2 + 5,41 m22 Dormitorios - 2 Baños (Tipo 2): 56,44 m2 + 7,73 m22 Dormitorios - 2 Baños (Tipo 3): 48,49 m2 + 5,40 m22 Dormitorios - 2 Baños (Tipo 4): 49,03 m2 + 5,41  m22 Dormitorios - 2 Baños (Tipo 5): 48,74 m2 + 5,41 m23 Dormitorios - 2 Baños (Tipo 6): 62,69 m2 + 8,06 m2EL VALOR NO INCLUYE ESTACIONAMIENTO Y BODEGAESTACIONAMIENTO: 320 UFBODEGA: 70 UF"
https://www.portalinmobiliario.com/MLC-2425573376-departamento-en-venta-canal-beagle-_JM#position=46&search_layout=grid&type=item&tracking_id=704ad35a-17df-4b11-bccb-89d1a242597c,"Departamento En Venta, Canal Beagle",Departamento en Venta,Publicado hace 49 días,UF3.300,Gastos comunes aproximados $ 98.000, 68 m² totales," 2 dormitorios, 2 baños",Liberona Rodríguez,"Departamento En Canal Beagle, Viña Del Mar, Viña Del Mar, Valparaíso",https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=-33.0375811%2C-71.5134746&zoom=16&size=732x300&signature=UaaLcJPZJjuW78gau70TP0ToZXg=,"Orientación: Nor-Poniente,Piscina: Sí,Admite mascotas: No,Antigüedad: 5 años,Bodegas: 1,Ascensor: No,Terraza: No,Estacionamientos: 1,Número de piso de la unidad: 13","Iluminado y soleado departamento, amoblado, con vista lejana al mar, ubicado en Canal Beagle, Viña del Mar. Cercano a Universidad Santo Tomas, Jumbo, 1 Norte y locomoción por troncal urbano.

CARACTERÍSTICAS
65/68 m2
2 dormitorios
2 baños 
Cocina tradicional, equipada y amoblada, logia, living-comedor, terraza cerrada y con malla de seguridad.
Estacionamiento y bodega.

OTROS
Gastos comunes: $98.000.- (incluye consumo de agua caliente)
Contribuciones: $56.000.-
Piso 13
Orientación Nor-Poniente
Año de construcción: 2019
Piso flotante en todo el departamento.
VENTA AMOBLADO

Edificio cuenta con: Piscina, quinchos, sala multiuso, juegos infantiles y conserjería las 24 hrs.

CÓDIGO 2363

CONTACTO
Natalia Osses +56 940002008, oficina +56972109544 // 32-2150894

Venta
LIBERONA RODRÍGUEZ"
https://www.portalinmobiliario.com/MLC-1487987211-estudio-frente-a-la-playa-muy-rentable-con-estacionamiento-_JM#position=38&search_layout=grid&type=item&tracking_id=a0316b5f-22d9-4c62-87cd-d5b71838d717,"Estudio Frente A La Playa , Muy Rentable Con Estacionamiento",Departamento en Venta,Publicado hace 7 meses,$95.000.000,Gastos comunes aproximados $ 60.000, 35 m² totales," 1 dormitorio, 1 baño",Sf Gestión Inmobiliaria,"Avenida Borgoño 14100 - 14400, Viña Del Mar, Chile, Reñaca, Viña Del Mar, Valparaíso",https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=-32.9527515%2C-71.547038&zoom=16&size=732x300&signature=c1RN1b2e0jjbTfT2fw31dce4OiI=,"Orientación: SP,Piscina: Sí,Admite mascotas: No,Antigüedad: 30 años,Bodegas: 0,Ascensor: Sí,Terraza: Sí,Estacionamientos: 0,Número de piso de la unidad: 6","Estudio ubicado en segundo sector de Reñaca cerca de restauranes, bancos 35 mt2 Estacionamiento Rentable facil de arrendar cerca de playa , restaurantes , micros , bancos valor de estacionamiento aparte"
https://www.portalinmobiliario.com/MLC-1490098117-departamento-15-norte-se-vende-en-vina-del-mar-_JM#position=37&search_layout=grid&type=item&tracking_id=2c6427ba-d9f4-4a77-ab14-7581cbaad048,Departamento 15 Norte Se Vende En Viña Del Mar ,Departamento en Venta,Publicado hace 6 meses,UF3.970,Gastos comunes aproximados $ 60.000, 80 m² totales," 4 dormitorios, 2 baños",Massu Propiedades,"15 Norte, Viña Del Mar, Chile, Viña Del Mar, Valparaíso",https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=-33.0083577%2C-71.5460809&zoom=16&size=732x300&signature=SuisIP92uyLw4H5mzhu3knufQ7o=,"Admite mascotas: Sí,Número de piso de la unidad: 4,Estacionamientos: 1,Bodegas: 1","Massupropiedades VENDE excelente depto en 15 norte, frente supermercado Lider y mall Marina Arauco. cerca de la playa y centro comercial .... 3 Dormitorios mas servicio con baño. seguridad las 24/7 . jardines interiores, 1 estacionamiento por departamento,Departamento en muy buenas condiciones , soleado , piso parquet vitrificado , dormitorios piso flotante.VISTA DESPEJADA HACIA 15 NORTE"
https://www.portalinmobiliario.com/MLC-2463920686-departamento-amoblado-con-vista-al-mar-en-renaca-_JM#position=2&search_layout=grid&type=item&tracking_id=d44267e6-c87d-4b9d-9a68-efce40a9ca16,Departamento Amoblado Con Vista Al Mar En Reñaca,Departamento en Venta,Publicado hace 29 días,UF3.990,Gastos comunes aproximados $ 80.000, 60.17 m² totales," 2 dormitorios, 2 baños",Luminilux,"Avenida Jardines De Reñaca 50, Viña Del Mar, Chile, Reñaca, Viña Del Mar, Valparaíso",https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=-32.9777104%2C-71.5280899&zoom=16&size=732x300&signature=2fJb7Rix4QbyCZG_yP7LGQMC8yo=,"Orientación: P,Piscina: Sí,Número de piso de la unidad: 9,Ascensor: Sí,Estacionamientos: 1,Bodegas: 0","¿Quieres vivir en un lugar donde te sientas de vacaciones?¡Bienvenido a esta gran oportunidad! Departamento amoblado de 2 dormitorios y 2 baños, con el dormitorio principal en suite y walking closet. Cocina americana y living comedor con terraza con vista al mar, desde donde cada día podrás disfrutar la puesta de sol. Incluye estacionamiento.Esta propiedad se encuentra dentro de un espectacular condomimnio de 3 edificios, que cuenta con salón de eventos, enormes piscinas con toboganes, quinchos panorámicos, áreas verdes y cancha de usos múltiples.Cercano a un supermercado, comercios, colegios, centro de salud.Respira tranquilidad y vive la vida que mereces.60.17 m²/ 2 dormitorios/ 1 estacionamiento/ UF 3990"
https://www.portalinmobiliario.com/MLC-2409551996-departamento-en-venta-de-3-dorm-en-vina-del-mar-sas-48164-_JM#position=11&search_layout=grid&type=item&tracking_id=a3297815-081c-4006-89c2-cb0a023ec59a,Departamento En Venta De 3 Dorm. En Viña Del Mar Sas 48.164,Departamento en Venta,Publicado hace 59 días,UF3.800,Gastos comunes aproximados $ 90.000, 80 m² totales," 3 dormitorios, 2 baños",Grupo Premium Propiedades,"Indico, Gómez Carreño, Viña Del Mar, Valparaíso",https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=-32.9989309%2C-71.5178321&zoom=16&size=732x300&signature=Tl1IaugzJHBPSPciqpCSkDaKU7Q=,"Orientación: Nor-Poniente,Piscina: No,Admite mascotas: No,Antigüedad: 20 años,Bodegas: 1,Ascensor: No,Terraza: No,Estacionamientos: 0,Número de piso de la unidad: 0","Grupo Premium vende Espectacular y Hermoso Departamento SAS 48.164
Lindo y acogedor departamento emplazado en el corazón de uno de los más tradicionales barrios de Viña del Mar, especial para familias que deseen formar parte de la tranquilidad y seguridad que brinda este barrio, a minutos caminando a la avenida principal subida Alessandri, con locomoción hacia Valparaíso, Viña del Mar, Concón, Camino Internacional, con surtido comercio en los alrededores y rápido acceso a carabineros, banco, farmacias, colegios y universidades.
Las características del departamento son una pequeña sala de star, con una puerta de vidrio plegable que divide el living comedor con la sala de star y reduce los ruidos de ambos lados. Dormitorio principal en suite con un enorme closet. Cocina amoblada con cubiertas de cuarzo, logia, living comedor con grandes ventanales con una hermosa vista al mar. Dos dormitorios con un gran closet y baño completo.
El condominio cuenta con un amplio club house, gimnasio, piscina, cancha de multiuso, quinchos completos con sus mesas, sillas y lavado, áreas verdes para disfrutar, juegos para los niños.
La tranquilidad y seguridad que estabas buscando te espera aquí, tu familia vivirá los mejores momentos en este gran barrio. Podrás disfrutar de unos grandiosos atardeceres en la comodidad de tu living."
https://www.portalinmobiliario.com/MLC-2507767412-departamento-lago-villaricalago-verde-_JM#position=35&search_layout=grid&type=item&tracking_id=702ed57e-de0c-4267-8a66-35ad736e057b,Departamento Lago Villarica/lago Verde,Departamento en Venta,Publicado hace 9 días,UF2.600,Gastos comunes aproximados $ 55, 58 m² totales," 3 dormitorios, 2 baños",Procasa Sucre Propiedades,"Lago Villarica/lago Verde, Viña Del Mar, Valparaíso",https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=-32.9912104%2C-71.5010926&zoom=16&size=732x300&signature=hY5I8t5H4gpQOywhvQxhJVzpkQc=,"Orientación: NP,Piscina: Sí,Admite mascotas: Sí,Antigüedad: 5 años,Bodegas: 0,Ascensor: Sí,Terraza: No,Estacionamientos: 1,Número de piso de la unidad: 8",":. PROCASA   PROPIEDADES (Código Interno) .:  Vende lindo departamento en consolidado sector residencial de la comuna de Viña del Mar. El programa consta de tres dormitorio, dos baños, cocina, estar comedor, estacionamiento. Muy buena orientación, distribución y conectividad. A pasos de Mall Outlet Reñaca Alto, Mayorista, Tottus, Sodimac. a un minuto de carretera. Condominio con todo el equipamiento necesario. Accesos controlados.  Procasa: 63954"
https://www.portalinmobiliario.com/MLC-2481879996-departamento-en-vina-muy-central-_JM#position=29&search_layout=grid&type=item&tracking_id=2c976c0c-5aad-4839-a7b7-2c7f5367212f,Departamento En Viña Muy Central,Departamento en Venta,Publicado hace 22 días,UF2.670,Gastos comunes aproximados $ 55.000, 60 m² totales," 2 dormitorios, 1 baño",Bernardita Maria,"Viana 967, Viña Del Mar, Chile, Centro de Viña del Mar, Viña Del Mar, Valparaíso",https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=-33.0264347%2C-71.5483371&zoom=16&size=732x300&signature=U9MMUKqkLBt4o8HDuHBFBtI5BtU=,"Orientación: P,Piscina: Sí,Admite mascotas: No,Antigüedad: 10 años,Ascensor: Sí,Terraza: Sí,Estacionamientos: 0","Se vende departamento inmejorable ubicación, cercano a todo, calle Viana a 2 cuadras de Ripley en Viña del Mar, Piso 12, muy soleado (sol de la tarde), 2 dorm 1 baño, piscina, sala múltiple, parrilla, lavandería, gimnasio. No tiene estacionamiento ni bodega."
https://www.portalinmobiliario.com/MLC-2256830268-venta-departamento-pleno-centro-vina-del-mar-3-dormitorios-_JM#position=12&search_layout=grid&type=item&tracking_id=0bc35903-b5a9-437a-99fe-e49770f3a3a2,"Venta Departamento Pleno Centro Viña Del Mar, 3 Dormitorios",Departamento en Venta,Publicado hace 9 meses,$140.000.000,Gastos comunes aproximados $ 37.000, 70 m² totales," 3 dormitorios, 2 baños",Alto Campo Inmobiliaria Spa,"Viana, Viña Del Mar, Chile, Centro de Viña del Mar, Viña Del Mar, Valparaíso",https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=-33.0261121%2C-71.552606&zoom=16&size=732x300&signature=E7ORyWEQah8fPFtjOQ1PC_yZcpk=,"Orientación: SP,Piscina: No,Estacionamientos: 0,Bodegas: 0,Ascensor: Sí,Terraza: No,Número de piso de la unidad: 4","Alto Campo Inmobiliaria VENDE precioso departamento tradicional, ubicado en el plan y pleno centro de Viña del Mar, $ 140.000.000 mas gastos comunes $37.000 app. (incluye agua)Excelente ubicación y conectividad, locomoción colectiva a Valparaíso Viña de Mar y comunas del interior, cercano a colegios supermercados y comercios.Características:- Superficie 70 m2 app.- Living - Comedor - Cocina amoblada - 3 Dormitorios - 2 Baños- Piso 4 - Ascensor - No tiene Bodega - No tiene Estacionamiento- Orientación Sur, Poniente y NorteVALOR DE VENTA: $ 140.000.000GASTOS COMUNES: $ 37.000 app (incluye agua)CF 250923MEDIOS DE COMPRA- Contado- Crédito Hipotecario"
https://www.portalinmobiliario.com/MLC-1491697819-v-394-calle-alvarez-vina-del-mar-_JM#position=10&search_layout=grid&type=item&tracking_id=081557db-17d7-42b8-a068-34065eeaaeea,"V-394 Calle Alvarez, Viña Del Mar",Departamento en Venta,Publicado hace 19 días,UF3.314,Gastos comunes aproximados $ 40.000, 40 m² totales," 1 dormitorio, 1 baño",Brokers Inmobiliarios,"V-394 Calle Alvarez, Viña Del Mar, Viña Del Mar, Valparaíso",https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=-33.0281665%2C-71.5447111&zoom=16&size=732x300&signature=P37vL7MEBLoakHwh4L2CPwhHaa0=,"Ascensor: Sí,Terraza: No,Estacionamientos: 1,Número de piso de la unidad: 0,Piscina: No,Admite mascotas: Sí,Antigüedad: 0 años,Bodegas: 1","V-394 / SE VENDE DEPARTAMENTO EN EL CENTRO DE VIÑA DEL MAR SECTOR CALLE ALVAREZConsta de :40 mts.21 Habitacion1 Baño TerrazaCocina Americana1Estacionamiento1BodegaPiso 20 Orientación SurEdificio tiene : Conserjería las 24 horas Camaras , piscina ,Jacuzzi 2 QuinchosEstacionamiento de visitasCercano a Centros de estudios ,Hotel ,Centro Medico ,Supermercado ,ComercioA pasos del metro-tren y locomoción.Paga aseo domiciliarioContribuciones $ 2.000 (bodega solamente paga )Gasto común $ 40.000Valor : 3.314 UF + Honorarios CorredoraContactar al fono +569 30838398"
https://www.portalinmobiliario.com/MLC-1463540649-vendo-departamento-3d2b-limonares-vina-del-mar-_JM#position=32&search_layout=grid&type=item&tracking_id=409d7816-df4a-4538-905f-315ff4cdf417,"Vendo Departamento 3d/2b, Limonares, Viña Del Mar",Departamento en Venta,Publicado hace 4 meses,UF2.990,Gastos comunes aproximados $ 80.000, 65 m² totales," 3 dormitorios, 2 baños",M&s Asesorías Inmobiliarias,"Avenida Los Limonares 550, Viña Del Mar, Chile, Viña Del Mar, Valparaíso",https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=-33.0344545%2C-71.5165466&zoom=16&size=732x300&signature=PHrJ8H_f8vuDNMOuWwUCs9-GFRY=,"Orientación: NO,Piscina: No,Admite mascotas: No,Antigüedad: 10 años,Bodegas: 1,Ascensor: Sí,Terraza: No,Estacionamientos: 1,Número de piso de la unidad: 15","M&S ASESORIAS INMOBILIARIAS VENDE- Departamento, Limonares, Viña del Mar.VALOR VENTA: UF 2990SUPERFICIE: 65 m2Hermoso departamento, ubicado en inmejorable sector de Viña del Mar. Cuenta con 3 dormitorios, 2 baños, uno en suite, living comedor, cocina amoblada con horno, encimera y campana, logia, balcón, estacionamiento para un auto y bodega.El condominio tiene acceso controlado 24/7, cámaras de seguridad en distintos puntos, estacionamiento de visitas, áreas verdes.Gastos comunes: $80.000 aprox.ENTORNO: Zona residencial, segura, condominio cerrado, cercano a Universidades, supermercado Jumbo / Easy, Av. Limonares, a pasos de 1 Norte y el Troncal, excelente movilización. TERMINACIONES:Piso baños: cerámico.Piso dormitorios: piso flotante.Piso cocina: cerámico.Piso living comedor: cerámico.Ventanas: aluminio.SUMINISTROS:Agua caliente: calefón.Gas Licuado: cañería.Portón: eléctrico.Coordinar visita al +56966285809.Al momento de concretar la visita a la propiedad estará disponible la ORDEN DE VISITA para su respectiva firma."
https://www.portalinmobiliario.com/MLC-2427781640-departamento-en-venta-2d2b-vista-al-mar-vina-del-mar-alto-_JM#position=47&search_layout=grid&type=item&tracking_id=704ad35a-17df-4b11-bccb-89d1a242597c,"Departamento En Venta 2d2b, Vista Al Mar, Viña Del Mar Alto.",Departamento en Venta,Publicado hace 48 días,UF3.300,Gastos comunes aproximados $ 60.000, 58 m² totales," 2 dormitorios, 2 baños",Elitte Propiedades,"(nmd6600) Sendero Sur, Altos De Viña., Viña Del Mar, Valparaíso",https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=-33.0414979%2C-71.5546883&zoom=16&size=732x300&signature=VACqUce1bdpyAY0L2BQNenILMuw=,"Orientación: Norte,Piscina: Sí,Admite mascotas: No,Antigüedad: 0 años,Bodegas: 0,Ascensor: Sí,Terraza: No,Estacionamientos: 1,Número de piso de la unidad: 8","(NMD/6600) Departamento A ESTRENAR, estilo mariposa, con Fabulosa vista despejada.

Emplazado en sector de Viña del mar Alto, aquí podrás encontrar la conexión que estás buscando, barrio residencial, alejado del bullicio de la ciudad. Fácil acceso a Agua Santa, ruta 68, a pasos de locomoción, en 7 minutos llegas a calle Traslaviña con Alvarez, cercano a Colegios, supermercado Unimarc y Santa Isabel, feria de Nueva Aurora, colegios y carabineros.

DEPARTAMENTO estilo mariposa, TIENE 2 amplios dormitorios, ambos con closet, 1 de ellos con acceso a la terraza, 2 baños completos en suite. Cocina integrada full electric, amoblada y equipada con encimera, horno, campana, refrigerador y congelador. Living-Comedor con ventanales que dan acceso a una gran terraza en donde podrá disfrutar de una maravillosa vista al mar y a la ciudad de Viña. Departamento muy iluminado, con orientación Norte, ventanas de PVC con termopanel, agua caliente por termo eléctrico, con conexión a lavadora, alarma y citófono.

EL CONDOMINIO CUENTA CON hermosa vista panorámica a la ciudad y áreas verdes, ideal para descansar, seguridad con acceso controlado las 24 horas y cámaras. Piscinas adulto y niño, quinchos, 2 preciosas salas de eventos, áreas verdes, estacionamientos de visita y 2 ascensores.

OTROS:
- Dato inversionistas: Arriendos en $350.000 mensual.-
- Tiene 1 estacionamiento, no tiene bodega
- Gasto común de $60.000 apróx.
- Contribuciones $30.000
-58 m² aproximados informados por el propietario a validar en tasación bancaria.

Para visitar contactar a NATHALIE MUÑOZ, WhatsApp 56 9 61707540, e-mail: nathalie.munoz@propiedadeselitte.cl

No dejes de visitar! 
Contamos con la experiencia y respaldo ACOP (Asociación Nacional de corredores de propiedades profesionales), con un alto estándar de servicio a todos nuestros clientes, incluyendo servicios legales y notariales"
https://www.portalinmobiliario.com/MLC-2202962060-se-vende-departamento-en-gomez-carreno-hermosa-vista-_JM#position=22&search_layout=grid&type=item&tracking_id=a8f20a8d-3333-4e0d-9590-c0670d54d975,"Se Vende Departamento En Gomez Carreño, Hermosa Vista",Departamento en Venta,Publicado hace 5 meses,UF3.100,Gastos comunes aproximados $ 88.000, 77.5 m² totales," 3 dormitorios, 2 baños",Nosal Y Cristina Dominguez Propiedades,"Castilla 1 - 300, Viña Del Mar, Chile, Gómez Carreño, Viña Del Mar, Valparaíso",https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=-32.9930618%2C-71.5147602&zoom=16&size=732x300&signature=4AKcYrjavhUZRU5JN5Fn68z0p-U=,"Orientación: NO,Piscina: Sí,Admite mascotas: Sí,Antigüedad: 10 años,Bodegas: 1,Ascensor: Sí,Terraza: Sí,Estacionamientos: 1,Número de piso de la unidad: 12","Hermoso departamento ubicado en Goméz Carreño, a pasos de Colegio y locales comerciales,Muy linda vista desde el piso 123 dormitorios2 bañosLiving-Comedor77,5 m5BodegaEstacionamiento techadoPiscinaQuinchos PanorámicosSala multiusoÁreas VerdesJuegos InfantilesEstacionamientos  de visitasAcceso controlado 24 horasGastos comunes $88.000.-Contribuciones $80.000.-Valor de venta 3100 UF +comisiónAgentes Inmobiliarias Nosal Propiedades        /   Cristina Domínguez PropiedadesGabriela Fariña              /    Ma. Cristina Domínguez+569 937149883           /    +569 94743969"
https://www.portalinmobiliario.com/MLC-2482726392-departamento-en-venta-en-vina-del-mar-_JM#position=30&search_layout=grid&type=item&tracking_id=0a4e70e8-2820-478f-b2e2-2393a2c54055,Departamento En Venta En Viña Del Mar,Departamento en Venta,Publicado hace 21 días,UF3.700,Gastos comunes aproximados $ 100.000, 88 m² totales," 3 dormitorios, 2 baños",Unne,"A Pasos De Mirador Pablo Neruda!, Recreo, Viña Del Mar, Valparaíso",https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=-33.0355788%2C-71.5730852&zoom=16&size=732x300&signature=wxpB-CbWTbO-gCbJbr9Z0L7i9Xw=,"Orientación: Nor-Oriente,Piscina: Sí,Admite mascotas: Sí,Antigüedad: 15 años,Bodegas: 1,Ascensor: Sí,Terraza: No,Estacionamientos: 240,Número de piso de la unidad: 11","En Recreo alto, buena conectividad desde Mirador Pablo Neruda en Agua Santa ya sea hacia Santiago, Valparaíso, o al centro de viña.

El Condominio tiene piscina, gimnasio, áreas verdes, sala multiusos,conserjería 24/7 y una espectacular terraza panorámica en el piso 20.
El departamento se encuentra en el piso 11, con vista lateral hacia Viña-Reñaca. Cuenta con 3 dormitorios, 2 baños, y una sala ideal para hacer home office, living comedor, cocina convencional con logia, estacionamiento y bodega.
GGCC del orden de los $100.000
Contribuciones 70.000 aprox entre depto, estacionamiento y bodega"
https://www.portalinmobiliario.com/MLC-2527855992-departamento-el-encanto-renaca-1d-1b-_JM#position=5&search_layout=grid&type=item&tracking_id=d3c709d4-ff4d-4d15-b5d3-23556c1955d4,Departamento El Encanto Reñaca 1d 1b ,Departamento en Venta,Publicado hace 2 días,UF3.500,Gastos comunes aproximados $ 250.000, 60 m² totales," 1 dormitorio, 1 baño",Fuenzalida Propiedades Providencia,"Camino El Alto, Reñaca, Viña Del Mar, Valparaíso",https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=-32.9639668%2C-71.544602&zoom=16&size=732x300&signature=RZCj3x3koUj7cSTph4Pdnu0x0BA=,"Orientación: Nor-oriente,Piscina: Sí,Admite mascotas: Sí,Antigüedad: 34 años,Bodegas: 0,Ascensor: Sí,Terraza: Sí,Estacionamientos: 0,Número de piso de la unidad: 0","Código: LA403.094*
Departamento con excelente ubicación y gran conectividad,
acceso rápido a principales vías de Reñaca, cercano a Plazas,
colegios, Restaurantes, Cafés, Servicios, Bancos.
Características:
-Metraje: 50 Útil/60 Total
-Living comedor juntos.
-1 dormitorios
-1 baño
-Cocina incorporada.
Equipamiento:
Piso living-comedor y dormitorios: cerámica.
-Cocina equipada con encimera a gas y
horno.
-Agua caliente calefón.
Características Edificio:
-Edificio de 5 pisos.

Metraje es aproximado y sujeto a confirmación, información
proporcionada por el dueño."
https://www.portalinmobiliario.com/MLC-2348060192-dpto-en-pleno-troncal-urbano-frente-a-univ-f-santa-maria-_JM#position=14&search_layout=grid&type=item&tracking_id=a0316b5f-22d9-4c62-87cd-d5b71838d717,Dpto En Pleno Troncal Urbano (frente A Univ. F. Santa María),Departamento en Venta,Publicado hace 3 meses,UF2.500,Gastos comunes aproximados $ 60.000, 56.5 m² totales," 2 dormitorios, 2 baños",Igi_ingenieria_gestion_inmob,"Avenida Chile 220, Viña Del Mar, Chile, Viña Del Mar, Valparaíso",https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=-33.0341416%2C-71.4873999&zoom=16&size=732x300&signature=h5GwxCGh0I0SXgH31VZukLnJUEU=,"Ascensor: Sí,Admite mascotas: Sí,Antigüedad: 5 años,Terraza: Sí,Estacionamientos: 1,Bodegas: 0","Se vende departamento en 1era Línea de troncal Urbano, con inmejorable conectividad y locomoción a la puerta. Orientación oriente, para hacer 100% tus mañanas cálidasCondominio seguro, con conserjeria 24/7, con juegos de niños, salón multiuso, Quinchos y cancha de fútbol para la entretencion de adultos y niños durante todo el año y son costo!Emplazado  frente a la universidad Federico Santa Maria y a 5 mint del Jardín Botánico para respirar naturaleza y todos los eventos que se realizan durante el año.Precio conversable.DEPARTAMENTO 2 Dormitorio (estilo mariposa)2 Baños1 Terraza amplia1 Estacionamiento techadoVende IGI, Gestion Inmobiliaria"
